Dense graph with approximately 510 nodes and 3722 edges.
Generated to contain many triangles.
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	32
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	40
0	41
0	42
0	43
0	44
0	45
0	46
0	47
0	48
0	49
0	131
0	189
0	267
0	312
0	348
0	416
0	434
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	48
1	49
1	96
1	123
1	172
1	201
1	211
1	223
1	249
1	312
1	401
1	430
1	431
1	486
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	27
2	28
2	29
2	30
2	31
2	32
2	33
2	34
2	35
2	36
2	37
2	38
2	39
2	40
2	41
2	42
2	43
2	44
2	45
2	46
2	47
2	48
2	49
2	129
2	132
2	266
2	272
2	303
2	326
2	378
2	400
2	402
2	426
2	445
2	499
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	36
3	37
3	38
3	39
3	40
3	41
3	42
3	43
3	44
3	45
3	46
3	47
3	48
3	49
3	57
3	88
3	232
3	300
3	309
3	431
3	467
3	490
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	14
4	15
4	16
4	17
4	18
4	19
4	20
4	21
4	22
4	23
4	24
4	25
4	26
4	27
4	28
4	29
4	30
4	31
4	32
4	33
4	34
4	35
4	36
4	37
4	38
4	39
4	40
4	41
4	42
4	43
4	44
4	45
4	46
4	47
4	48
4	49
4	114
4	155
4	164
4	167
4	242
4	253
4	294
4	314
4	323
4	344
4	397
4	409
4	418
4	426
4	471
5	6
5	7
5	8
5	9
5	10
5	11
5	12
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
5	22
5	23
5	24
5	25
5	26
5	27
5	28
5	29
5	30
5	31
5	32
5	33
5	34
5	35
5	36
5	37
5	38
5	39
5	40
5	41
5	42
5	43
5	44
5	45
5	46
5	47
5	48
5	49
5	105
5	172
5	205
5	240
5	245
5	292
5	315
5	378
5	406
5	460
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	15
6	16
6	17
6	18
6	19
6	20
6	21
6	22
6	23
6	24
6	25
6	26
6	27
6	28
6	29
6	30
6	31
6	32
6	33
6	34
6	35
6	36
6	37
6	38
6	39
6	40
6	41
6	42
6	43
6	44
6	45
6	46
6	47
6	48
6	49
6	76
6	90
6	119
6	120
6	192
6	260
6	266
6	305
6	344
6	361
6	362
6	436
6	451
6	467
6	485
6	505
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	15
7	16
7	17
7	18
7	19
7	20
7	21
7	22
7	23
7	24
7	25
7	26
7	27
7	28
7	29
7	30
7	31
7	32
7	33
7	34
7	35
7	36
7	37
7	38
7	39
7	40
7	41
7	42
7	43
7	44
7	45
7	46
7	47
7	48
7	49
7	90
7	123
7	201
7	262
7	312
7	351
7	430
7	437
7	441
7	471
7	490
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	17
8	18
8	19
8	20
8	21
8	22
8	23
8	24
8	25
8	26
8	27
8	28
8	29
8	30
8	31
8	32
8	33
8	34
8	35
8	36
8	37
8	38
8	39
8	40
8	41
8	42
8	43
8	44
8	45
8	46
8	47
8	48
8	49
8	68
8	102
8	111
8	137
8	177
8	188
8	193
8	254
8	354
8	362
8	376
8	400
8	407
8	421
8	441
8	453
8	456
8	472
8	506
9	10
9	11
9	12
9	13
9	14
9	15
9	16
9	17
9	18
9	19
9	20
9	21
9	22
9	23
9	24
9	25
9	26
9	27
9	28
9	29
9	30
9	31
9	32
9	33
9	34
9	35
9	36
9	37
9	38
9	39
9	40
9	41
9	42
9	43
9	44
9	45
9	46
9	47
9	48
9	49
9	68
9	80
9	110
9	167
9	199
9	202
9	218
9	257
9	286
9	313
9	348
9	369
9	453
9	469
9	493
9	502
10	11
10	12
10	13
10	14
10	15
10	16
10	17
10	18
10	19
10	20
10	21
10	22
10	23
10	24
10	25
10	26
10	27
10	28
10	29
10	30
10	31
10	32
10	33
10	34
10	35
10	36
10	37
10	38
10	39
10	40
10	41
10	42
10	43
10	44
10	45
10	46
10	47
10	48
10	49
10	52
10	153
10	206
10	215
10	216
10	220
10	261
10	282
10	301
10	314
10	334
10	357
10	396
10	403
10	429
10	486
11	12
11	13
11	14
11	15
11	16
11	17
11	18
11	19
11	20
11	21
11	22
11	23
11	24
11	25
11	26
11	27
11	28
11	29
11	30
11	31
11	32
11	33
11	34
11	35
11	36
11	37
11	38
11	39
11	40
11	41
11	42
11	43
11	44
11	45
11	46
11	47
11	48
11	49
11	57
11	94
11	119
11	125
11	132
11	169
11	189
11	226
11	321
11	331
11	336
11	342
11	368
11	380
11	397
11	400
11	402
11	410
11	432
11	443
12	13
12	14
12	15
12	16
12	17
12	18
12	19
12	20
12	21
12	22
12	23
12	24
12	25
12	26
12	27
12	28
12	29
12	30
12	31
12	32
12	33
12	34
12	35
12	36
12	37
12	38
12	39
12	40
12	41
12	42
12	43
12	44
12	45
12	46
12	47
12	48
12	49
12	102
12	130
12	142
12	169
12	190
12	208
12	219
12	236
12	251
12	340
12	356
12	390
12	420
12	429
12	431
12	434
12	440
12	456
12	487
12	506
13	14
13	15
13	16
13	17
13	18
13	19
13	20
13	21
13	22
13	23
13	24
13	25
13	26
13	27
13	28
13	29
13	30
13	31
13	32
13	33
13	34
13	35
13	36
13	37
13	38
13	39
13	40
13	41
13	42
13	43
13	44
13	45
13	46
13	47
13	48
13	49
13	58
13	107
13	109
13	111
13	177
13	200
13	201
13	210
13	238
13	254
13	269
13	282
13	297
13	312
13	321
13	329
13	333
13	348
13	372
13	415
13	421
13	446
13	459
13	468
14	15
14	16
14	17
14	18
14	19
14	20
14	21
14	22
14	23
14	24
14	25
14	26
14	27
14	28
14	29
14	30
14	31
14	32
14	33
14	34
14	35
14	36
14	37
14	38
14	39
14	40
14	41
14	42
14	43
14	44
14	45
14	46
14	47
14	48
14	49
14	56
14	98
14	137
14	181
14	185
14	207
14	212
14	240
14	242
14	263
14	267
14	314
14	339
14	351
14	364
14	388
14	418
14	427
14	462
14	477
14	509
15	16
15	17
15	18
15	19
15	20
15	21
15	22
15	23
15	24
15	25
